year,State,State Minimum Wage,Effective Minimum Wage,Median Household Income
2018,New Jersey,8.86,8.86,74176
2018,New Mexico,7.73,7.73,48283
2018,New York,10.71,10.71,67274
2018,North Carolina,7.47,7.47,53369
2018,North Dakota,7.47,7.47,66505
2018,Ohio,8.55,8.55,61633
2018,Oklahoma,2.06,7.47,54434
2018,Oregon,11.07,11.07,69165
2018,Pennsylvania,7.47,7.47,64524
2018,Rhode Island,10.4,10.4,62266
2018,South Carolina,0,7.47,57444
2018,South Dakota,9.12,9.12,59463
2018,Tennessee,0,7.47,56060
2018,Texas,7.47,7.47,59785
2018,Utah,7.47,7.47,77067
2018,Vermont,10.82,10.82,70066
2018,Virginia,7.47,7.47,77151
2018,Washington,11.85,11.85,79726
2018,West Virginia,9.01,9.01,50573
2018,Wisconsin,7.47,7.47,62629
2018,Wyoming,5.3,7.47,62539
2019,Alabama,0,7.34,56200
2019,Alaska,10.31,10.31,78394
2019,Arizona,12.14,12.14,70674
2019,Arkansas,9.36,9.36,54539
2019,California,12.14,12.14,78105
2019,Colorado,12.14,12.14,72499
2019,Connecticut,11.13,11.13,87291
2019,Delaware,9.36,9.36,74194
2019,District of Columbia,14.16,14.16,93111
2019,Florida,8.66,8.66,58368
2019,Georgia,5.21,7.34,56628
2019,Hawaii,10.22,10.22,88006
2019,Idaho,7.34,7.34,65988
2019,Illinois,9.36,9.36,74399
2019,Indiana,7.34,7.34,66693
2019,Iowa,7.34,7.34,66054
2019,Kansas,7.34,7.34,73151
2019,Kentucky,7.34,7.34,55662
2019,Louisiana,0,7.34,51707
2019,Maine,12.14,12.14,66546
2019,Maryland,11.13,11.13,95572
2019,Massachusetts,12.9,12.9,87707
2019,Michigan,9.76,9.76,64119
2019,Minnesota,8.25,8.25,81426
2019,Mississippi,0,7.34,44787
2019,Missouri,9.56,9.56,60597
2019,Montana,8.75,8.75,60195
2019,Nebraska,9.11,9.11,73071
2019,Nevada,7.34,7.34,70906
2019,New Hampshire,7.34,7.34,86900
2019,New Jersey,11.13,11.13,87726
2019,New Mexico,9.11,9.11,53113
2019,New York,11.94,11.94,71855
2019,North Carolina,7.34,7.34,61159
2019,North Dakota,7.34,7.34,70031
2019,Ohio,8.8,8.8,64663
2019,Oklahoma,2.02,7.34,59397
2019,Oregon,11.38,11.38,74413
2019,Pennsylvania,7.34,7.34,70582
2019,Rhode Island,10.62,10.62,70151
2019,South Carolina,0,7.34,62028
2019,South Dakota,9.41,9.41,64255
2019,Tennessee,0,7.34,56627
2019,Texas,7.34,7.34,67444
2019,Utah,7.34,7.34,84523
2019,Vermont,11.09,11.09,74305
2019,Virginia,7.34,7.34,81313
2019,Washington,13.66,13.66,82454
2019,West Virginia,8.85,8.85,53706
2019,Wisconsin,7.34,7.34,67355
2019,Wyoming,5.21,7.34,65134
2020,Alabama,0,7.25,54393
2020,Alaska,10.19,10.19,74476
2020,Arizona,12,12,66628
2020,Arkansas,10,10,50540
2020,California,13,13,77358
2020,Colorado,12,12,82611
2020,Connecticut,11,11,79043
2020,Delaware,9.25,9.25,69132
2020,District of Columbia,14,14,88311
2020,Florida,8.56,8.56,57435
2020,Georgia,5.15,7.25,58952
2020,Hawaii,10.1,10.1,80729
2020,Idaho,7.25,7.25,66499
2020,Illinois,9.25,9.25,73753
2020,Indiana,7.25,7.25,66360
2020,Iowa,7.25,7.25,68469
2020,Kansas,7.25,7.25,72815
2020,Kentucky,7.25,7.25,56525
2020,Louisiana,0,7.25,50935
2020,Maine,12,12,63440
2020,Maryland,11,11,94384
2020,Massachusetts,12.75,12.75,86725
2020,Michigan,9.65,9.65,63829
2020,Minnesota,8.15,8.15,78461
2020,Mississippi,0,7.25,44966
2020,Missouri,9.45,9.45,61901
2020,Montana,8.65,8.65,56442
2020,Nebraska,9,9,72024
2020,Nevada,7.25,7.25,60956
2020,New Hampshire,7.25,7.25,88235
2020,New Jersey,11,11,85239
2020,New Mexico,9,9,50822
2020,New York,11.8,11.8,68304
2020,North Carolina,7.25,7.25,60266
2020,North Dakota,7.25,7.25,63657
2020,Ohio,8.7,8.7,60110
2020,Oklahoma,2,7.25,52341
2020,Oregon,11.25,11.25,76554
2020,Pennsylvania,7.25,7.25,70117
2020,Rhode Island,10.5,10.5,80012
2020,South Carolina,0,7.25,60097
2020,South Dakota,9.3,9.3,69787
2020,Tennessee,0,7.25,54665
2020,Texas,7.25,7.25,68093
2020,Utah,7.25,7.25,83670
2020,Vermont,10.96,10.96,66902
2020,Virginia,7.25,7.25,81947
2020,Washington,13.5,13.5,81083
2020,West Virginia,8.75,8.75,51615
2020,Wisconsin,7.25,7.25,67094
2020,Wyoming,5.15,7.25,65108
